x,y
-395,-7832.890348780994
-138,-8301.972227474213
-135,-536.2180980906109
-59,-4953.0418560319185
65,61831.673683136796
-149,-343.21646300965426
473,-23274.69952852673
-251,-5398.313596001017
352,-6157.046617836966
296,-2985.675508605733
-94,-10282.472976567615
353,-5076.866582898856
-336,-5553.9572197005955
376,-6805.050259961744
361,-6471.865355657713
328,-5343.405656449178
-417,-8664.202951031795
198,-3585.044482790192
-205,-2145.043953684691
-430,-12296.64833950283
110,-552.651922410268
164,-993.2003239095798
423,-8682.492199488468
463,-13102.343006153133
402,-7807.517702292987
224,-4534.013367713933
-373,-6952.131519070911
340,-2395.7016917886885
-499,-12725.897335505802
397,-10939.183551174603
39,-21.772071715594493
101,-375.54599650903043
-192,-1618.9861430810147
85,-349.77086361636395
-90,-433.36290800786674
-329,-4709.33088072005
-83,1039.5853012543225
263,1485.481411959087
435,-13244.172131798936
103,-656.2590305308823
-40,-121.67234514852215
366,-6639.454708503808
137,-788.858837468464
-77,-722.9737312296561
-185,-1166.0820918039783
-124,8992.334527700445
24,879.5391526288136
367,-6712.420686263608
-62,333.7695980403465
239,-4615.413536669531
-350,-6186.8246784883795
499,-12403.684485054502
56,-159.202377182646
319,-5053.179536346014
307,1667.6500603578806
-91,926.060379718584
-357,-5982.579976401446
26,2200.4151987182554
358,-6137.102074759517
486,-11750.228818702562
327,-5214.711388606579
-292,-5691.001696433969
-60,-91.09273239743416
-369,-7062.212006662079
-120,-108.99528096645213
-326,-5343.316724061239
33,7.906637546035213
-230,-2080.713048762941
-93,-1010.8860622830405
369,-6767.205570256269
-377,470.52915486033544
-362,-6069.818500106345
-449,-10165.657144874369
124,-58.30370469049399
-225,-3204.2412157015715
465,-10761.339487099627
-158,-1347.4853366071077
-244,5631.727650795079
-318,-4957.5961430649
117,-1839.143293466255
-200,6798.649187654664
190,-2579.2678895497174
265,-10141.392936223907
-260,-3526.6649540545063
-270,-3654.7095708995575
415,-8222.304254831872
-174,-1879.8573793160858
-42,-333.941627317337
181,-2605.030342804049
162,-1387.892166748499
262,-4699.235292720565
-35,-63.023481079004384
-337,-5735.25322691775
-333,-5565.013552991392
-355,-6331.138961537061
-294,-8846.218514104283
0,-5080.07573289186
-312,-4873.291202011406
-176,-1323.8212477548104
157,-1213.684200524527
240,-2852.622820742456
330,-5405.838669983689
350,-5942.503088647399
491,-12003.684487047904
395,-7565.183607769345
75,-135.3448296516077
-421,-8458.679796370965
309,-980.005099714801
187,-1479.742267850809
439,-9684.586385413795
344,-5656.409658618118
-271,-3704.564286357815
223,-2461.144210768342
412,-9585.91725442026
-400,-8126.391710371362
-210,-2229.4951358329513
-56,-195.7578437895864
446,-9930.02523629663
-447,-10074.783903817299
-109,4924.131256916382
462,-10654.126227267792
498,-12303.086830926304
166,-1393.8280308796102
-249,-3134.250754394048
-1,2.8444375327221647
-25,-140.7795694777737
170,-8232.868625322584
-229,1034.2655698040217
-456,-10439.26884344198
-387,-8159.132573932848
-476,-10642.318064507683
-289,-6622.496743968764
120,-644.250910652635
-331,-12327.81423114723
91,-431.4883935212998
469,-11653.764486182119
96,-158.50156900769423
20,2988.91657602128
-468,-11319.4872917834
111,422.4419775255749
-391,-7680.115307624371
-364,-6517.123956998144
-170,-1374.876553445929
-278,-101.2978336352794
-472,-11202.624726362817
-213,-2281.1871050159516
222,-2567.0042130221022
-445,-9740.877256930742
487,-10995.311064750498
381,-6054.951063088984
401,-7988.413131779852
-452,-10255.665124153058
404,-8117.447758217465
476,-30187.012404297846
142,-2311.6970269802614
45,-5000.974617467967
-23,-2783.4681725577443
47,1753.3807405104897
-437,-9615.638332090997
-87,-384.37312382315633
-116,-445.38754244105155
389,-8522.43049058799
-178,-1576.4126393963104
-49,1275.9652989626516
281,-5271.953095832629
-266,-3563.1481472992314
156,23.314224457583578
57,3023.812574304977
-38,1068.1478107703877
-76,8380.154972664406
380,-7149.261797272625
-197,-2639.964760911649
384,-7784.0376548180075
189,-1761.3826825996682
-281,-3970.998235841818
370,-5612.879691005156
-204,-2025.5306268432707
-479,-10016.912782728623
260,295.62493700681625
-80,-336.9721861549126
-175,-671.6934521749598
-301,-3417.8106389607506
-50,-277.7675560110598
-363,-8120.2847506981625
36,261.81536819730735
196,-841.5036070798785
217,-1803.3008071941135
146,-7894.342644608982
128,-392.6368211260376
-288,-2789.1041478131874
461,-10429.749185924828
434,-9383.060050975939
421,-8992.266452215195
5,9.032737697229459
315,-4911.967598937607
-269,-3633.728362672009
-95,-457.1035840041367
229,-1441.108578945116
68,-2958.4252915636466
-183,-1689.8841268967874
-317,-2890.316120613537
356,-5281.042760169704
354,-5923.095172434021
193,-1837.7237409685642
109,2601.1716833588694
126,-269.90852295189853
-15,198.22218474964097
-222,-2499.8219016739854
130,-2091.200491835633
-480,-12898.248878675675
-330,-5745.735411332702
-99,-496.5043979782597
424,-9654.677011839725
66,64.70940380726884
-324,-2917.8220660611173
-173,185.84599842927446
206,-4551.454702615216
-302,-4054.083620753715
-30,424.85710180445807
342,-5595.848591993811
194,-1878.7289485375265
-234,-2735.1121998566746
115,-1413.8772444974416
232,33965.051037892204
-8,-72.39430190133388
-370,-6884.921911497646
-162,-17071.473619899054
351,-6230.566136799588
-11,-778.8836578614843
72,-197.657909980654
106,-504.91322930823196
-307,-3368.6094056134307
-360,-6519.494172820825
-84,-828.8546485626632
160,-1262.2065931991742
-24,-7467.117002152266
214,-2241.492672268187
-348,-4965.945623040797
349,-4987.0415799503535
398,-7756.59591755568
-490,-8925.36469273259
-231,-3082.4207885932806
-404,-8238.85565974999
-290,-4265.805474107262
484,-11667.534716753817
252,-982.541422785509
69,-227.60330231017522
313,-5042.828630077531
275,-3753.8796440946626
48,2139.1772541120354
443,-3810.530161646393
32,-60.941020852042676
433,-9328.156859564853
-168,-2416.0860049760627
-425,-17340.13289663814
212,-2223.0322095572988
-423,-8418.138600271071
-237,-2881.6477705062184
493,-11729.553942126602
-351,-5874.1653920476965
432,-9966.911329117615
14,327.9404744086869
440,-8411.43658362926
-31,-179.6007402674097
64,-4585.797261989441
274,-2619.653291505207
-39,-1077.4576554980292
-247,4201.367855041164
271,-3250.686485264444
345,6153.820592074671
-131,-834.0513359350462
-179,-2123.725857566604
195,-1881.033053969594
-349,-20556.72726793132
449,-11489.6219511248
-198,-2549.1423296273433
-310,-3270.7368616991907
86,4968.489057068278
-152,-1069.3231576794
-257,-6049.3260284468615
293,-4260.031770948704
-413,-8512.926616168757
251,-3121.9500000527382
155,-1201.6405683844744
409,-8412.817544279604
278,-3673.6105417177027
-82,-311.53043046095974
-212,-3657.085795517308
148,-1209.2506833053817
-334,-4648.636806851271
95,2634.651967511116
437,-8644.892528650187
-345,-5983.754664231457
-144,-1044.3842882203737
-119,-716.9057879812917
-221,281.9324840709837
-374,-2716.151167123261
207,91.13025917232244
277,-4621.006492543069
-478,-10736.127712875948
116,1180.7673282127712
165,-1451.4268686123323
-218,-2394.131064188235
403,-7663.848600690973
-29,-43.6254563857813
238,-22452.593025351536
-133,-22438.51772791597
-475,-11645.381687797857
-304,-4429.685482495209
-436,-9428.815154345193
-485,-13137.355339363876
-34,33.01950665852017
-203,-1594.4372428705665
383,-7292.623445238754
121,-6784.554313972106
-164,-9812.969779259067
320,-5039.989398056303
-474,-11280.055889110903
88,-372.5584015971571
-457,-5637.278680139164
-3,-11193.374851908475
292,-4153.734674004285
15,-442.3855760024022
455,-10378.694001149115
61,-179.67708462770227
417,-8622.217322610088
-46,1219.9600111094676
-113,-652.1516534349033
-429,-9370.32940217449
42,-3919.4633746705276
-44,-654.559802547367
133,-880.1203559806607
-69,1146.865019149197
127,-791.809088222492
153,604.5535995822192
228,-2575.8490816675635
-236,-2802.9912988140745
-291,3224.286494094342
-184,-1427.728653809294
396,-8686.434199062749
13,-1581.2813445051645
-187,-2053.406237220914
34,-75.53690326268915
329,-5592.299937854546
-181,-2306.599319837399
-493,-12639.820640699294
-107,-471.20163180394707
-359,-6478.003295918684
-414,-8909.85578286842
364,-6727.928240170937
-22,68.40888903567695
3,-21.9435326787794
253,-3256.753168225475
-285,-3414.8993649911263
80,165.60152914309077
62,2481.3119677638665
-102,-527.4442413874501
425,-8989.938721926985
168,-2545.9443039970483
-10,-4.16906383756256
-248,-24886.76053746351
407,-8461.274437322272
-32,609.3075862713218
414,-8094.360377520402
-143,-1040.6329648731783
-246,-2998.2385569076637
-224,-5519.636887835134
-322,-4898.871108170431
-219,-2500.6953925895073
-110,-3516.126398795152
8,-216.651754987287
249,-3453.5671365145927
83,-333.45631866710477
472,-11681.680534760875
-371,-6272.642498829743
-356,-6220.973116774729
460,-10529.873402721223
347,-7042.460059320882
145,-639.8797153718234
215,1075.4963377364284
405,-8734.501765661447
267,-3521.381806095784
-428,-9194.901152406766
408,-2412.4454974665414
-265,-5409.8170492355985
-463,-10748.868688770266
